bodywork_type,brand,city,color,doors,fuel_type,kilometers,model,motor,price,state,transmission,year
Pick-Up,Toyota,Medellin,Gris,4.0,Diesel,23500.0,Hilux,1.6,150000000.0,Antioquia,Mecanica,2020.0
Station Wagon,Volkswagen,Medellin,Gris,5.0,Gasolina,28111.0,Jetta,1.4,74000000.0,Antioquia,Automatica,2020.0
Camioneta,Jeep,Suba,Blanco,4.0,Gasolina,6190.0,Compass,2.0,104900000.0,Bogota D.C.,Automatica,2020.0
Camioneta,Mazda,Medellin,Blanco,5.0,Gasolina,30000.0,CX-5,2.5,122500000.0,Antioquia,Automatica,2020.0
Camioneta,Mercedes-Benz,Suba,Gris,4.0,Gasolina,2456.0,Clase GLA,1.6,124900000.0,Bogota D.C.,Automatica,2020.0
Camioneta,Ford,Suba,Gris,5.0,Gasolina,24680.0,Ecosport,2.0,75990000.0,Bogota D.C.,Automatica,2020.0
Camioneta,Kia,Usaquen,Blanco,5.0,Hibrido,558.0,Sportage,2.0,116500000.0,Bogota D.C.,Automatica,2020.0
Hatchback,Mercedes-Benz,Usaquen,Rojo,5.0,Gasolina,8200.0,Clase A,1.4,115900000.0,Bogota D.C.,Automatica,2020.0
Camioneta,Toyota,Cali,Gris,5.0,Diesel,30000.0,Prado,3.0,290000000.0,Valle Del Cauca,Automatica,2020.0
Hatchback,Mercedes-Benz,Suba,Negro,5.0,Gasolina,7000.0,Clase A,1.400,105400000.0,Bogota D.C.,Automatica,2020.0
Camioneta,Peugeot,Suba,Azul,5.0,Gasolina,32000.0,3008,1.6,108000000.0,Bogota D.C.,Automatica,2020.0
Hatchback,Chevrolet,Medellin,Gris,5.0,Gasolina,20500.0,Spark GT,1.4,39500000.0,Antioquia,Mecanica,2020.0
Station Wagon,Volkswagen,Chapinero,Azul,5.0,Gasolina,6000.0,Jetta,1.4,83000000.0,Bogota D.C.,Automatica,2020.0
Camioneta,BMW,Cali,Azul,5.0,Gasolina,15000.0,Serie 3,2.000,139900000.0,Valle Del Cauca,Automatica,2020.0
Hatchback,Renault,Fontibon,Blanco,5.0,Electrico,20000.0,Zoe,2.0,74900000.0,Bogota D.C.,Automatica,2019.0
Hatchback,Toyota,Medellin,Blanco,5.0,Gasolina,40000.0,Corolla,2.0,68900000.0,Antioquia,Automatica,2019.0
Camioneta,Jeep,Cali,Gris,5.0,Gasolina,17200.0,Compass,2.4,88500000.0,Valle Del Cauca,Automatica,2019.0
Sedan,Mercedes-Benz,Suba,Plateado,4.0,Gasolina,19681.0,Clase CLA,2.0,101900000.0,Bogota D.C.,Automatica,2019.0
Sedan,Mazda,Suba,Blanco,4.0,Gasolina,20334.0,3,1.6,70900000.0,Bogota D.C.,Mecanica,2019.0
Camioneta,Jeep,Suba,Gris,4.0,Gasolina,32985.0,Renegade,1.6,73900000.0,Bogota D.C.,Automatica,2019.0
Camioneta,Nissan,Cali,Blanco,5.0,Gasolina,16000.0,Pathfinder,3.5,126000000.0,Valle Del Cauca,Automatica,2019.0
Camioneta,Mitsubishi,Suba,Plateado,4.0,Gasolina,34548.0,Outlander,1.6,108900000.0,Bogota D.C.,Automatica,2019.0
Camioneta,Jeep,Chia,Gris,4.0,Gasolina,53020.0,Cherokee,2.0,113900000.0,Cundinamarca,Automatica,2019.0
Camioneta,Renault,Kennedy,Blanco,5.0,Gasolina,52000.0,Duster,Renault,54300000.0,Bogota D.C.,Mecanica,2019.0
Camioneta,Toyota,Barranquilla,Gris,5.0,Gasolina,50000.0,Fortuner,2.7,146000000.0,Atlantico,Automatica,2019.0
Camioneta,Volkswagen,Manizales,Blanco,5.0,Gasolina,28000.0,Tiguan,2.0,96500000.0,Caldas,Automatica,2019.0
Camioneta,Honda,Armenia,Blanco,5.0,Gasolina,6500.0,HR-V,1.8,84000000.0,Quindio,Automatica,2019.0
Sedan,Nissan,Pereira,Gris,4.0,Gasolina,30000.0,Versa,1.6,41800000.0,Risaralda,Automatica,2019.0
Camioneta,Mazda,Barranquilla,Gris,5.0,Gasolina,20000.0,CX-3,2.0,76500000.0,Atlantico,Automatica,2019.0
Camioneta,Ford,Usaquen,Gris,5.0,Gasolina,17000.0,Explorer,2.3,148500000.0,Bogota D.C.,Automatica,2019.0
Hatchback,Mazda,Chia,Azul,4.0,Gasolina,42994.0,3,2.0,73900000.0,Cundinamarca,Automatica,2019.0
Pick-Up,RAM,Engativa,Rojo,2.0,Gasolina,1215.0,2019,3600,119000000.0,Bogota D.C.,Automatica,2019.0
Camioneta,Mercedes-Benz,Medellin,Gris,5.0,Gasolina,17000.0,Clase GLS,4.7,253000000.0,Antioquia,Automatica,2019.0
Hatchback,Fiat,Suba,Gris,5.0,Gasolina,28068.0,Uno,1.4,34800000.0,Bogota D.C.,Mecanica,2019.0
Hatchback,Renault,Kennedy,Gris,4.0,Electrico,5600.0,Zoe,2.0,91500000.0,Bogota D.C.,Automatica,2019.0
Pick-Up,Volkswagen,Villavicencio,Plateado,4.0,Diesel,30760.0,Amarok,3.0,135900000.0,Meta,Automatica,2019.0
Camioneta,Toyota,Medellin,Blanco,5.0,Gasolina,27000.0,Fortuner,2.7,169900000.0,Antioquia,Automatica,2019.0
Camioneta,Jeep,Arbelaez,Blanco,5.0,Gasolina,14950.0,Cherokee,1.6,112000000.0,Cundinamarca,Automatica,2019.0
Camioneta,Kia,Neiva,Gris,5.0,Gasolina,37000.0,Sportage,2.0,89900000.0,Huila,Automatica,2019.0
Pick-Up,Ford,Zipaquira,Rojo,4.0,Gasolina,3500.0,F-150,3.3,185000000.0,Cundinamarca,Automatica,2019.0
Hatchback,Toyota,Kennedy,Blanco,5.0,Diesel,38000.0,Prado,3.0,240000000.0,Bogota D.C.,Automatica,2019.0
Camioneta,Chevrolet,Medellin,Gris,5.0,Gasolina,52000.0,Tracker,1.8,63900000.0,Antioquia,Automatica,2019.0
Sedan,Renault,Suba,Gris,4.0,Gasolina,27000.0,Logan,1.6,42500000.0,Bogota D.C.,Automatica,2019.0
Camioneta,Ford,Sabaneta,Azul,5.0,Gasolina,26700.0,Ecosport 2,1.5,58500000.0,Antioquia,Mecanica,2019.0
Hatchback,MG,Engativa,Plateado,5.0,Gasolina,6711.0,Zs,1.5,77600000.0,Bogota D.C.,Automatica,2019.0
Camioneta,Ford,Usaquen,Rojo,5.0,Gasolina,39000.0,Ecosport 2,1.5,60000000.0,Bogota D.C.,Mecanica,2019.0
Hatchback,Nissan,Pereira,Gris,5.0,Gasolina,17500.0,March,1.6,44000000.0,Risaralda,Automatica,2019.0
Sedan,Toyota,Armenia,Rojo,4.0,Gasolina,30000.0,Corolla,1.8,72000000.0,Quindio,Automatica,2019.0
Camioneta,Honda,Cucuta,Blanco,5.0,Gasolina,5871.0,CR-V,1.5,130500000.0,Norte De Santander,Automatica,2019.0
Sedan,Citroen,Usaquen,Gris,4.0,Gasolina,12000.0,C-Elysee,1.6,49900000.0,Bogota D.C.,Automatica,2019.0
Sedan,Nissan,Suba,Gris,4.0,Gasolina,51000.0,Versa,1.6,41800000.0,Bogota D.C.,Automatica,2019.0
Hatchback,Mazda,Medellin,Gris,5.0,Gasolina,35000.0,2,1.5,61900000.0,Antioquia,Automatica,2019.0
Sedan,Renault,Barrios Unidos,Blanco,4.0,Gasolina,50000.0,Logan,1.6,39000000.0,Bogota D.C.,Automatica,2019.0
Camioneta,Volvo,Cartagena De Indias,Gris,5.0,Gasolina,22000.0,XC60,2.0,144000000.0,Bolivar,Automatica,2019.0
Station Wagon,Ford,Usaquen,Gris,5.0,Gasolina,34500.0,Escape,2.0,83900000.0,Bogota D.C.,Automatica,2019.0
Camioneta,Renault,Medellin,Plateado,5.0,Gasolina,70109.0,Captur,2.0,63000000.0,Antioquia,Mecanica,2019.0
Hatchback,Toyota,Medellin,Gris,5.0,Diesel,47300.0,Fortuner,1.6,198000000.0,Antioquia,Automatica,2019.0
Station Wagon,Volkswagen,Medellin,Gris,5.0,Gasolina,44178.0,Jetta,1.4,75800000.0,Antioquia,Automatica,2019.0
Camioneta,Toyota,Medellin,Blanco,5.0,Gasolina,37200.0,Fortuner,2.7,149750000.0,Antioquia,Automatica,2019.0
Camioneta,Land Rover,Usaquen,Blanco,5.0,Diesel,23000.0,Range Rover Sport,3.0,395000000.0,Bogota D.C.,Automatica,2019.0
Sedan,Mazda,Bello,Rojo,4.0,Gasolina,28000.0,3,2.0,67900000.0,Antioquia,Automatica,2018.0
Camioneta,Mercedes-Benz,Sabaneta,Blanco,5.0,Diesel,64000.0,Clase GLE,3.0,205000000.0,Antioquia,Automatica,2018.0
Pick-Up,Changan,Usaquen,Blanco,2.0,Gasolina,53000.0,Mini Truck,1.2,37900000.0,Bogota D.C.,Mecanica,2018.0
Pick-Up,Toyota,Medellin,Blanco,5.0,Diesel,62000.0,Hilux,2.4,127000000.0,Antioquia,Automatica,2018.0
Camioneta,Nissan,Fontibon,Rojo,5.0,Gasolina,58000.0,2018,GASOLINA,79900000.0,Bogota D.C.,Automatica,2018.0
Sedan,Renault,Suba,Blanco,4.0,Gasolina,51098.0,Logan,1.6,35000000.0,Bogota D.C.,Automatica,2018.0
Sedan,Volkswagen,Suba,Plateado,4.0,Gasolina,38516.0,Voyage,2.0,39900000.0,Bogota D.C.,Mecanica,2018.0
Camioneta,Toyota,Pereira,Gris,5.0,Diesel,32000.0,Prado,3.0,220000000.0,Risaralda,Automatica,2018.0
Camioneta,Toyota,Medellin,Blanco,5.0,Diesel,90000.0,Prado,3.0,225000000.0,Antioquia,Automatica,2018.0
Hatchback,Nissan,La Estrella,Blanco,5.0,Gasolina,38000.0,March,1.6,43500000.0,Antioquia,Automatica,2018.0
Hatchback,Chevrolet,Giron,Gris,5.0,Gasolina,71000.0,Onix,1.4,43500000.0,Santander,Automatica,2018.0
Camioneta,Toyota,Suba,Gris,5.0,Gasolina,55000.0,Fortuner,2.7,148900000.0,Bogota D.C.,Automatica,2018.0
Camioneta,Mitsubishi,Chia,Negro,4.0,Gasolina,54892.0,ASX,1.6,77900000.0,Cundinamarca,Automatica,2018.0
Camioneta,Audi,Medellin,Verde,5.0,Gasolina,22000.0,Q3,1.4,103900000.0,Antioquia,Automatica,2018.0
Sedan,Volkswagen,Kennedy,Gris,4.0,Gasolina,10560.0,Voyage,1.6,37500000.0,Bogota D.C.,Automatica,2018.0
Camioneta,Porsche,Usaquen,Blanco,5.0,Gasolina,8000.0,Macan,3.0,310000000.0,Bogota D.C.,Automatica,2018.0
Hatchback,Kia,Cali,Gris,4.0,Gasolina,41000.0,Rio,2.0,45900000.0,Valle Del Cauca,Mecanica,2018.0
Camioneta,Audi,Medellin,Plateado,5.0,Gasolina,47000.0,Q5,2.0,123800000.0,Antioquia,Automatica,2018.0
Hatchback,Chevrolet,Suba,Plateado,4.0,Gasolina,45629.0,Spark,1.6,34900000.0,Bogota D.C.,Mecanica,2018.0
Sedan,Mercedes-Benz,Suba,Gris,4.0,Gasolina,31000.0,Clase C,1.6,94900000.0,Bogota D.C.,Automatica,2018.0
Sedan,mazda 2,Jamundi,Gris,5.0,Gasolina,39980.0,grand touring,1.6,50900000.0,Valle Del Cauca,Automatica,2018.0
Hatchback,Citroen,Usaquen,Blanco,5.0,Diesel,49000.0,C3,1.6,51800000.0,Bogota D.C.,Mecanica,2018.0
Sedan,Volkswagen,Engativa,Negro,4.0,Gasolina,42447.0,Voyage,1.6,45500000.0,Bogota D.C.,Mecanica,2018.0
Camioneta,Toyota,Medellin,Gris,5.0,Diesel,62000.0,Prado,2.0,215000000.0,Antioquia,Automatica,2018.0
Pick-Up,Ford,Martires,Rojo,2.0,Gasolina,61000.0,F-150,3.5,108000000.0,Bogota D.C.,Automatica,2018.0
Van,DFM/DFSK,Kennedy,Blanco,5.0,Gasolina,95699.0,VAN CARGA,1.0,35800000.0,Bogota D.C.,Mecanica,2018.0
Hatchback,Suzuki,Engativa,Gris,5.0,Gasolina,36054.0,Baleno,1.4,44100000.0,Bogota D.C.,Automatica,2018.0
Sedan,Mazda,Suba,Plateado,4.0,Gasolina,19936.0,3,1.6,58900000.0,Bogota D.C.,Mecanica,2018.0
Hatchback,Mazda,Chia,Blanco,4.0,Gasolina,13395.0,3,1.6,73900000.0,Cundinamarca,Automatica,2018.0
Camioneta,Peugeot,Antonio Narino,Gris,5.0,Gasolina,48300.0,5008,1.6,105000000.0,Bogota D.C.,Automatica,2018.0
Coupe,Mini,Medellin,Gris,3.0,Gasolina,25400.0,F56,2.0,103900000.0,Antioquia,Automatica,2018.0
Camioneta,Great Wall,Pasto,Gris,5.0,Gasolina,12024.0,Haval,1.6,36000000.0,Narino,Mecanica,2018.0
Camioneta,Mitsubishi,Chia,Gris,4.0,Gasolina,10217.0,Montero,1.6,142900000.0,Cundinamarca,Automatica,2018.0
Hatchback,Volkswagen,Medellin,Blanco,5.0,Gasolina,47000.0,Gol,1.6,36900000.0,Antioquia,Automatica,2018.0
Hatchback,Chevrolet,Suba,Gris,5.0,Gasolina,33000.0,Sonic,1.6,46900000.0,Bogota D.C.,Mecanica,2018.0
Sedan,Volkswagen,Cali,Gris,4.0,Gasolina,70000.0,Voyage,gasolina,36500000.0,Valle Del Cauca,Mecanica,2018.0
Camioneta,Toyota,Medellin,Gris,5.0,Gasolina,50000.0,Fj Cruiser,2.0,168000000.0,Antioquia,Automatica,2018.0
Camioneta,Audi,Cali,Gris,5.0,Gasolina,46000.0,Q3,1.4,95800000.0,Valle Del Cauca,Automatica,2018.0
Sedan,Kia,Pereira,Gris,4.0,Gasolina,54000.0,Rio,1.4,51500000.0,Risaralda,Mecanica,2018.0
Sedan,Nissan,Chia,Gris,4.0,Gasolina,61609.0,Versa,2.0,42900000.0,Cundinamarca,Mecanica,2018.0
Camioneta,Nissan,Ibague,Gris,5.0,Gasolina,40000.0,Murano,3.5,120000000.0,Tolima,Automatica,2018.0
Camioneta,BMW,Suba,Gris,4.0,Gasolina,34000.0,X1,2.0,109900000.0,Bogota D.C.,Automatica,2018.0
Sedan,BMW,Suba,Plateado,4.0,Gasolina,18905.0,Serie 3,1.6,104900000.0,Bogota D.C.,Automatica,2018.0
Pick-Up,Mazda,Medellin,Blanco,4.0,Diesel,50000.0,BT-50,3.2,120000000.0,Antioquia,Automatica,2018.0
Camioneta,Toyota,Bosa,Gris,5.0,Gasolina,36500.0,RAV4,2.0,97500000.0,Bogota D.C.,Automatica,2018.0
Pick-Up,Toyota,Engativa,Blanco,2.0,Diesel,65700.0,Hilux,2.4,125000000.0,Bogota D.C.,Mecanica,2018.0
Sedan,Toyota,Medellin,Blanco,4.0,Gasolina,9200.0,Corolla,1.8,81900000.0,Antioquia,Mecanica,2020.0
Pick-Up,Volkswagen,Kennedy,Plateado,2.0,Gasolina,11000.0,Saveiro,Volkswagen,40500000.0,Bogota D.C.,Mecanica,2020.0
Camioneta,Toyota,Medellin,Gris,5.0,Diesel,30000.0,Fortuner,2400,159000000.0,Antioquia,Automatica,2020.0
Pick-Up,Nissan,Villavicencio,Blanco,4.0,Diesel,43238.0,Frontier,2.5,110900000.0,Meta,Mecanica,2020.0
Station Wagon,Volkswagen,Suba,Gris,5.0,Gasolina,35800.0,Jetta,1.4,70400000.0,Bogota D.C.,Automatica,2020.0
Sedan,Mazda,Medellin,Gris,4.0,Gasolina,17900.0,3,2.0,74000000.0,Antioquia,Automatica,2020.0
Station Wagon,Mazda,Suba,Gris,5.0,Gasolina,8000.0,CX-3,2000,79900000.0,Bogota D.C.,Automatica,2020.0
Hatchback,Chevrolet,Barrios Unidos,Blanco,5.0,Gasolina,15000.0,Spark GT,1.2,36000000.0,Bogota D.C.,Mecanica,2020.0
Camioneta,Mercedes-Benz,Usaquen,Gris,5.0,Gasolina,6700.0,Clase GLA,1.6,124500000.0,Bogota D.C.,Automatica,2020.0
SUV,Toyota,Chapinero,Blanco,5.0,Diesel,19.0,SAHARA,V8 4.5 LTS,399990000.0,Bogota D.C.,Automatica,2020.0
Sedan,Renault,Suba,Plateado,4.0,Gasolina,26012.0,Logan,1.6,42900000.0,Bogota D.C.,Automatica,2020.0
Camioneta,Porsche,Usaquen,Blanco,5.0,Gasolina,12500.0,Cayenne,1.6,560000000.0,Bogota D.C.,Automatica,2020.0
Camioneta,Volvo,Suba,Blanco,5.0,Gasolina,6000.0,XC60,2.0,164900000.0,Bogota D.C.,Automatica,2020.0
Camioneta,Citroen,Suba,Gris,5.0,Gasolina,20500.0,C5,1.6,106990000.0,Bogota D.C.,Automatica,2020.0
Hatchback,Mercedes-Benz,Suba,Blanco,5.0,Gasolina,3000.0,Clase A,2000 Turbo,167800000.0,Bogota D.C.,Automatica,2020.0
Camioneta,Chevrolet,Teusaquillo,Plateado,5.0,Gasolina,14000.0,Equinox,1.5,93000000.0,Bogota D.C.,Automatica,2020.0
Sedan,Renault,Suba,Plateado,4.0,Gasolina,28724.0,Logan,1.6,42900000.0,Bogota D.C.,Automatica,2020.0
Camioneta,Renault,Medellin,Blanco,5.0,Gasolina,30000.0,Duster,2.0,65900000.0,Antioquia,Mecanica,2020.0
Sedan,Kia,Kennedy,Rojo,5.0,Gasolina,8436.0,Rio,1.6,65400000.0,Bogota D.C.,Automatica,2020.0
Sedan,Chevrolet,Antonio Narino,Blanco,4.0,Gasolina,22000.0,Onix,1.4,47500000.0,Bogota D.C.,Mecanica,2020.0
Hatchback,Citroen,Suba,Blanco,5.0,Gasolina,8900.0,C3,1.6,57900000.0,Bogota D.C.,Automatica,2020.0
Sedan,BMW,Chapinero,Gris,4.0,Gasolina,16850.0,Serie 5,2.0,155000000.0,Bogota D.C.,Automatica,2020.0
Camioneta,Kia,Medellin,Plateado,5.0,Hibrido,14826.0,Niro,1.6,95900000.0,Antioquia,Automatica,2020.0
Camioneta,Hyundai,Pereira,Gris,5.0,Gasolina,31000.0,Tucson,2.0,117000000.0,Risaralda,Automatica,2020.0
Camioneta,Land Rover,Medellin,Gris,5.0,Gasolina,16700.0,Evoque,2.0,205000000.0,Antioquia,Automatica,2020.0
Camioneta,Audi,Suba,Blanco,5.0,Gasolina,16600.0,Q2,1.0,92900000.0,Bogota D.C.,Automatica,2020.0
Hatchback,BMW,Teusaquillo,Blanco,4.0,Gasolina,9500.0,Serie 1,1.6,110000000.0,Bogota D.C.,Automatica,2020.0
Station Wagon,Volkswagen,Suba,Gris,5.0,Gasolina,9000.0,Jetta,1.4,84900000.0,Bogota D.C.,Automatica,2020.0
Camioneta,Volvo,Usaquen,Blanco,5.0,Gasolina,10200.0,XC60,2.0,165000000.0,Bogota D.C.,Automatica,2020.0
Pick-Up,Nissan,Medellin,Blanco,2.0,Diesel,26000.0,Frontier,2.5,113900000.0,Antioquia,Mecanica,2020.0
Camioneta,Audi,Suba,Gris,5.0,Gasolina,17414.0,Q3,2.0,130000000.0,Bogota D.C.,Automatica,2020.0
Pick-Up,Nissan,Suba,Blanco,4.0,Gasolina,23000.0,Frontier,2.500,114900000.0,Bogota D.C.,Mecanica,2020.0
Sedan,Mazda,Villavicencio,Azul,4.0,Gasolina,7300.0,3,2.5,85500000.0,Meta,Automatica,2020.0
Camioneta,Ford,Suba,Rojo,5.0,Gasolina,8000.0,Ecosport 2,1500,69900000.0,Bogota D.C.,Automatica,2020.0
Camioneta,Chevrolet,Usaquen,Marron,4.0,Gasolina,2800.0,Captiva,1400,87900000.0,Bogota D.C.,Automatica,2020.0
Station Wagon,Toyota,Villavicencio,Blanco,4.0,Gasolina,58525.0,RAV4,2.5,135900000.0,Meta,Automatica,2020.0
Camioneta,BMW,Bucaramanga,Blanco,4.0,Gasolina,9900.0,Serie 1,1.6,105900000.0,Santander,Automatica,2020.0
Camioneta,Chevrolet,Envigado,Gris,5.0,Gasolina,16613.0,Equinox,1.5,109800000.0,Antioquia,Automatica,2020.0
SUV,Mazda,Engativa,Rojo,5.0,Gasolina,20000.0,CX-5,2.5,105900000.0,Bogota D.C.,Automatica,2020.0
Camioneta,Renault,Medellin,Blanco,5.0,Gasolina,11012.0,Duster,2.0,64000000.0,Antioquia,Mecanica,2020.0
Camioneta,Renault,Medellin,Blanco,5.0,Gasolina,20700.0,Kwid,1.0,33900000.0,Antioquia,Mecanica,2020.0
Camioneta,Honda,Usaquen,Gris,5.0,Gasolina,9523.0,WR-V,1.5,72000000.0,Bogota D.C.,Automatica,2020.0
Camioneta,Toyota,Medellin,Blanco,5.0,Gasolina,25770.0,Prado,4.0,236990000.0,Antioquia,Automatica,2020.0
Sedan,Mazda,Medellin,Gris,4.0,Gasolina,16309.0,3,2.0,77500000.0,Antioquia,Automatica,2020.0
Hatchback,Chevrolet,Chapinero,Gris,4.0,Gasolina,20800.0,Onix,1400,48900000.0,Bogota D.C.,Mecanica,2020.0
Hatchback,Mazda,Engativa,Plateado,5.0,Gasolina,9900.0,2,1.5,54900000.0,Bogota D.C.,Mecanica,2020.0
SUV,Mercedes-Benz,Usaquen,Azul,5.0,Diesel,19000.0,Clase GLE,2.000,229900000.0,Bogota D.C.,Automatica,2020.0
Hatchback,Citroen,Usaquen,Blanco,5.0,Gasolina,1700.0,C3,1.6,59900000.0,Bogota D.C.,Automatica,2019.0
Camioneta,BMW,Cali,Verde,5.0,Diesel,20000.0,X3,1995,148000000.0,Valle Del Cauca,Automatica,2019.0
Sedan,Audi,Cali,Negro,5.0,Gasolina,14598.0,A3,1984,109300000.0,Valle Del Cauca,Automatica,2019.0
Convertible,Mercedes-Benz,Usaquen,Rojo,2.0,Gasolina,7500.0,Clase SLC,2.0,139000000.0,Bogota D.C.,Automatica,2019.0
Pick-Up,Volkswagen,Kennedy,Blanco,2.0,Gasolina,7500.0,Saveiro,Volkswagen,39400000.0,Bogota D.C.,Mecanica,2019.0
Camioneta,Volvo,Chapinero,Negro,5.0,Gasolina,10500.0,XC60,2.0,170000000.0,Bogota D.C.,Automatica,2019.0
Station Wagon,Volkswagen,Usaquen,Azul,5.0,Gasolina,39000.0,Jetta,1.4,80900000.0,Bogota D.C.,Automatica,2019.0
Camioneta,Nissan,Manizales,Blanco,5.0,Gasolina,37800.0,March,2.0,43800000.0,Caldas,Mecanica,2019.0
Hatchback,Nissan,Medellin,Blanco,5.0,Gasolina,33400.0,March,1.6,43900000.0,Antioquia,Automatica,2019.0
Hatchback,Nissan,Suba,Negro,5.0,Gasolina,12000.0,March,1.600,39900000.0,Bogota D.C.,Mecanica,2019.0
Sedan,Volkswagen,Engativa,Rojo,4.0,Gasolina,22146.0,Voyage,1.6,38500000.0,Bogota D.C.,Automatica,2019.0
Pick-Up,Ford,Suba,Azul,5.0,Gasolina,16000.0,F-150,3500 Turbo,272800000.0,Bogota D.C.,Automatica,2019.0
Furgon,Citroen,Suba,Blanco,2.0,Diesel,20239.0,Berlingo,1.6,43800000.0,Bogota D.C.,Mecanica,2019.0
Pick-Up,Nissan,Engativa,Blanco,2.0,Gasolina,44000.0,Frontier,2.5,65500000.0,Bogota D.C.,Automatica,2019.0
Camioneta,Chevrolet,Manizales,Blanco,5.0,Gasolina,17800.0,Tracker,1.6,63800000.0,Caldas,Automatica,2019.0
Pick-Up,Chevrolet,Cali,Blanco,2.0,Diesel,58000.0,D-Max,2.5,99000000.0,Valle Del Cauca,Mecanica,2019.0
Station Wagon,Hyundai,Usaquen,Negro,5.0,Gasolina,32000.0,Tucson,2.0,86900000.0,Bogota D.C.,Mecanica,2019.0
Camioneta,Nissan,Barrios Unidos,Blanco,5.0,Gasolina,26500.0,Kicks,1.6,74000000.0,Bogota D.C.,Automatica,2019.0
Camioneta,Volvo,Manizales,Blanco,5.0,Diesel,35000.0,XC60,2.0,149900000.0,Caldas,Automatica,2019.0
Camioneta,Nissan,Suba,Rojo,5.0,Gasolina,36000.0,X-Trail,2.500,105900000.0,Bogota D.C.,Automatica,2019.0
Camioneta,Volvo,Engativa,Negro,5.0,Gasolina,27035.0,XC60,2.0,147500000.0,Bogota D.C.,Automatica,2019.0
Sedan,Renault,Engativa,Rojo,5.0,Gasolina,18626.0,Sandero,2.0,42500000.0,Bogota D.C.,Automatica,2019.0
Convertible,Mercedes-Benz,Suba,Gris,2.0,Gasolina,12740.0,Clase C,2.0,166000000.0,Bogota D.C.,Automatica,2019.0
Sedan,Renault,Rionegro,Gris,4.0,Gasolina,45927.0,Logan,1600,36800000.0,Antioquia,Mecanica,2019.0
Camioneta,Mazda,Fontibon,Blanco,4.0,Gasolina,11000.0,3,1.6,94800000.0,Bogota D.C.,Automatica,2019.0
Camioneta,Mercedes-Benz,Suba,Plateado,5.0,Gasolina,7400.0,Clase GLS,4.7,260000000.0,Bogota D.C.,Automatica,2019.0
Camioneta,Renault,Kennedy,Blanco,5.0,Gasolina,52600.0,Duster,1.6,54000000.0,Bogota D.C.,Mecanica,2019.0
Hatchback,Ford,Cajica,Plateado,5.0,Gasolina,29000.0,F-150,3.5,187000000.0,Cundinamarca,Mecanica,2019.0
Camioneta,Ford,Suba,Negro,5.0,Gasolina,18000.0,Escape,2.000,105900000.0,Bogota D.C.,Automatica,2019.0
Pick-Up,Mitsubishi,Kennedy,Blanco,4.0,Diesel,40500.0,L200 SPORTERO,Mitsubishi,102000000.0,Bogota D.C.,Mecanica,2019.0
Convertible,BMW,Medellin,Gris,2.0,Gasolina,17000.0,M4,3.0,290000000.0,Antioquia,Automatica,2019.0
Camioneta,Chevrolet,Pereira,Blanco,5.0,Gasolina,21000.0,Tracker,1.8,64000000.0,Risaralda,Mecanica,2019.0
Sedan,Mazda,Bosa,Gris,4.0,Gasolina,21000.0,3,2.0,65900000.0,Bogota D.C.,Automatica,2019.0
Camioneta,Jeep,Medellin,Gris,5.0,Gasolina,20000.0,Wrangler,3.6,185500000.0,Antioquia,Automatica,2019.0
Hatchback,Nissan,Suba,Gris,5.0,Gasolina,36970.0,March,1.6,43900000.0,Bogota D.C.,Mecanica,2019.0
Hatchback,Suzuki,Cali,Blanco,5.0,Gasolina,52000.0,Swift,1.2,41500000.0,Valle Del Cauca,Mecanica,2019.0
Camioneta,Renault,Kennedy,Blanco,5.0,Gasolina,42000.0,Duster,Renault,54500000.0,Bogota D.C.,Mecanica,2019.0
Camioneta,Renault,Kennedy,Blanco,5.0,Gasolina,41000.0,Duster,2.0,53000000.0,Bogota D.C.,Mecanica,2019.0
SUV,Audi,Chapinero,Plateado,5.0,Gasolina,3500.0,Q5,2.0,137000000.0,Bogota D.C.,Automatica,2019.0
Camioneta,Jeep,Medellin,Gris,5.0,Gasolina,37630.0,Cherokee,3.232,109000000.0,Antioquia,Automatica,2019.0
Hatchback,Renault,Bucaramanga,Gris,5.0,Gasolina,9030.0,Stepway,1.6,50500000.0,Santander,Automatica,2019.0
Sedan,Mazda,Usaquen,Rojo,4.0,Gasolina,7500.0,2,1.5,57900000.0,Bogota D.C.,Mecanica,2019.0
Camioneta,Nissan,Cali,Plateado,5.0,Gasolina,17046.0,Pathfinder,3.5,129000000.0,Valle Del Cauca,Automatica,2019.0
SUV,Mazda,Medellin,Gris,5.0,Gasolina,23200.0,CX-5,Autosport Medellin,117750000.0,Antioquia,Automatica,2019.0
Hatchback,Fiat,Usaquen,Gris,4.0,Gasolina,5600.0,2019,1.6,47500000.0,Bogota D.C.,Mecanica,2019.0
Sedan,Chevrolet,Suba,Gris,4.0,Gasolina,3665.0,Onix,1.4,49800000.0,Bogota D.C.,Automatica,2019.0
Camioneta,Volvo,Suba,Azul,5.0,Gasolina,26500.0,XC60,1.6,135000000.0,Bogota D.C.,Automatica,2018.0
SUV,Jaguar,Usaquen,Blanco,5.0,Gasolina,28000.0,E-Pace,4 Cilindros Turbo,169900000.0,Bogota D.C.,Automatica,2018.0
Camioneta,Toyota,Medellin,Gris,3.0,Gasolina,28000.0,Fj Cruiser,2.0,196500000.0,Antioquia,Automatica,2018.0
